,Run,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,HapMap_sample_ID,Coriell_plate,relationship_type,local_family_id,Relationship,type,sample_type,local_id,AssemblyName,cell_line,cell_type,Collection,ETHNICITY,family_role,RACE,Tag,relationship_type_(unrel_,_duo,_trio),Chinese_Code,dna_source,fosmid_library_source,isolate,tissue-type,fosmid_library_name,bio_material,bio-material,Gene,Karyotype,Mutation,subject_id,ENA_first_public,ENA-LAST-UPDATE
35328,ERR3239407,WGS,PRJEB31736,SAMN00001648,NYGC,public,NA18964,2019-03-22,2019-03-22,ERX3266782,Illumina NovaSeq 6000,NA18964,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18964,female,ERP114329,EAS,East Asian,10644600795.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T21:47:00Z,1.0,CORIELL:GM18964,300.0,111924048000.0,MGP00009,,NA18964,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35329,ERR3239408,WGS,PRJEB31736,SAMN00001649,NYGC,public,NA18965,2019-03-22,2019-03-22,ERX3266783,Illumina NovaSeq 6000,NA18965,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18965,male,ERP114329,EAS,East Asian,11433229392.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T21:54:00Z,1.0,CORIELL:GM18965,300.0,117912899400.0,MGP00009,,NA18965,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35472,ERR3239564,WGS,PRJEB31736,SAMN00000493,NYGC,public,NA18966,2019-03-22,2019-03-22,ERX3266939,Illumina NovaSeq 6000,NA18966,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18966,male,ERP114329,EAS,East Asian,11423572721.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-07-18T16:06:00Z,1.0,CORIELL:GM18966,300.0,119735787300.0,MGP00009,,NA18966,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35330,ERR3239409,WGS,PRJEB31736,SAMN00001650,NYGC,public,NA18967,2019-03-22,2019-03-22,ERX3266784,Illumina NovaSeq 6000,NA18967,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18967,male,ERP114329,EAS,East Asian,12318668827.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T21:42:00Z,1.0,CORIELL:GM18967,300.0,117743968200.0,MGP00009,,NA18967,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35331,ERR3239410,WGS,PRJEB31736,SAMN00001651,NYGC,public,NA18968,2019-03-22,2019-03-22,ERX3266785,Illumina NovaSeq 6000,NA18968,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18968,female,ERP114329,EAS,East Asian,13063389125.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:37:00Z,1.0,CORIELL:GM18968,300.0,121619965200.0,MGP00009,,NA18968,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35332,ERR3239411,WGS,PRJEB31736,SAMN00001652,NYGC,public,NA18969,2019-03-22,2019-03-22,ERX3266786,Illumina NovaSeq 6000,NA18969,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18969,female,ERP114329,EAS,East Asian,11375303614.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T21:33:00Z,1.0,CORIELL:GM18969,300.0,118278263400.0,MGP00009,,NA18969,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35333,ERR3239412,WGS,PRJEB31736,SAMN00001653,NYGC,public,NA18970,2019-03-22,2019-03-22,ERX3266787,Illumina NovaSeq 6000,NA18970,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18970,male,ERP114329,EAS,East Asian,13082452561.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:11:00Z,1.0,CORIELL:GM18970,300.0,134209790100.0,MGP00009,,NA18970,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35334,ERR3239413,WGS,PRJEB31736,SAMN00001654,NYGC,public,NA18971,2019-03-22,2019-03-22,ERX3266788,Illumina NovaSeq 6000,NA18971,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18971,male,ERP114329,EAS,East Asian,12016581275.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T21:45:00Z,1.0,CORIELL:GM18971,300.0,113721271200.0,MGP00009,,NA18971,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35335,ERR3239414,WGS,PRJEB31736,SAMN00001655,NYGC,public,NA18972,2019-03-22,2019-03-22,ERX3266789,Illumina NovaSeq 6000,NA18972,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18972,female,ERP114329,EAS,East Asian,14226701088.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T23:13:00Z,1.0,CORIELL:GM18972,300.0,134652308700.0,MGP00009,,NA18972,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35336,ERR3239415,WGS,PRJEB31736,SAMN00001656,NYGC,public,NA18973,2019-03-22,2019-03-22,ERX3266790,Illumina NovaSeq 6000,NA18973,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18973,female,ERP114329,EAS,East Asian,11653124899.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:37:00Z,1.0,CORIELL:GM18973,300.0,121254672600.0,MGP00009,,NA18973,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35337,ERR3239416,WGS,PRJEB31736,SAMN00001657,NYGC,public,NA18974,2019-03-22,2019-03-22,ERX3266791,Illumina NovaSeq 6000,NA18974,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18974,male,ERP114329,EAS,East Asian,16849539354.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T23:42:00Z,1.0,CORIELL:GM18974,300.0,143844059400.0,MGP00009,,NA18974,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35338,ERR3239417,WGS,PRJEB31736,SAMN00001658,NYGC,public,NA18975,2019-03-22,2019-03-22,ERX3266792,Illumina NovaSeq 6000,NA18975,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18975,female,ERP114329,EAS,East Asian,11596861782.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:46:00Z,1.0,CORIELL:GM18975,300.0,111572247600.0,MGP00009,,NA18975,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35339,ERR3239418,WGS,PRJEB31736,SAMN00001659,NYGC,public,NA18976,2019-03-22,2019-03-22,ERX3266793,Illumina NovaSeq 6000,NA18976,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18976,female,ERP114329,EAS,East Asian,10113978404.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:27:00Z,1.0,CORIELL:GM18976,300.0,109078425600.0,MGP00009,,NA18976,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35473,ERR3239565,WGS,PRJEB31736,SAMN00000494,NYGC,public,NA18977,2019-03-22,2019-03-22,ERX3266940,Illumina NovaSeq 6000,NA18977,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18977,male,ERP114329,EAS,East Asian,11135143541.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:47:00Z,1.0,CORIELL:GM18977,300.0,109653630600.0,MGP00009,,NA18977,HAPMAPPT05,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35474,ERR3239566,WGS,PRJEB31736,SAMN00000495,NYGC,public,NA18978,2019-03-22,2019-03-22,ERX3266941,Illumina NovaSeq 6000,NA18978,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18978,female,ERP114329,EAS,East Asian,10835127861.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:46:00Z,1.0,CORIELL:GM18978,300.0,109456221600.0,MGP00009,,NA18978,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35475,ERR3239567,WGS,PRJEB31736,SAMN00000496,NYGC,public,NA18979,2019-03-22,2019-03-22,ERX3266942,Illumina NovaSeq 6000,NA18979,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18979,female,ERP114329,EAS,East Asian,12668853233.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:48:00Z,1.0,CORIELL:GM18979,300.0,127113847800.0,MGP00009,,NA18979,HAPMAPPT05,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35340,ERR3239419,WGS,PRJEB31736,SAMN00001660,NYGC,public,NA18980,2019-03-22,2019-03-22,ERX3266794,Illumina NovaSeq 6000,NA18980,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18980,female,ERP114329,EAS,East Asian,12148818362.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T23:41:00Z,1.0,CORIELL:GM18980,300.0,113044200000.0,MGP00009,,NA18980,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35341,ERR3239420,WGS,PRJEB31736,SAMN00001661,NYGC,public,NA18981,2019-03-22,2019-03-22,ERX3266795,Illumina NovaSeq 6000,NA18981,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18981,female,ERP114329,EAS,East Asian,9750537034.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:20:00Z,1.0,CORIELL:GM18981,300.0,101265522300.0,MGP00009,,NA18981,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35580,ERR3239673,WGS,PRJEB31736,SAMN00001030,NYGC,public,NA18982,2019-03-22,2019-03-22,ERX3267048,Illumina NovaSeq 6000,NA18982,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18982,male,ERP114329,EAS,East Asian,10879170122.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:54:00Z,1.0,CORIELL:GM18982,300.0,102371513400.0,MGP00009,,NA18982,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35581,ERR3239674,WGS,PRJEB31736,SAMN00001031,NYGC,public,NA18983,2019-03-22,2019-03-22,ERX3267049,Illumina NovaSeq 6000,NA18983,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18983,male,ERP114329,EAS,East Asian,11172020680.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:27:00Z,1.0,CORIELL:GM18983,300.0,102666023100.0,MGP00009,,NA18983,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35582,ERR3239675,WGS,PRJEB31736,SAMN00001032,NYGC,public,NA18984,2019-03-22,2019-03-22,ERX3267050,Illumina NovaSeq 6000,NA18984,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18984,male,ERP114329,EAS,East Asian,10901996523.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:20:00Z,1.0,CORIELL:GM18984,300.0,109341384000.0,MGP00009,,NA18984,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35583,ERR3239676,WGS,PRJEB31736,SAMN00001033,NYGC,public,NA18985,2019-03-22,2019-03-22,ERX3267051,Illumina NovaSeq 6000,NA18985,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18985,male,ERP114329,EAS,East Asian,11699168790.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:00:00Z,1.0,CORIELL:GM18985,300.0,105520909200.0,MGP00009,,NA18985,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35584,ERR3239677,WGS,PRJEB31736,SAMN00001034,NYGC,public,NA18986,2019-03-22,2019-03-22,ERX3267052,Illumina NovaSeq 6000,NA18986,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18986,male,ERP114329,EAS,East Asian,12845747267.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:04:00Z,1.0,CORIELL:GM18986,300.0,127180278000.0,MGP00009,,NA18986,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35476,ERR3239568,WGS,PRJEB31736,SAMN00000497,NYGC,public,NA18987,2019-03-22,2019-03-22,ERX3266943,Illumina NovaSeq 6000,NA18987,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18987,female,ERP114329,EAS,East Asian,9891450378.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:50:00Z,1.0,CORIELL:GM18987,300.0,103770383700.0,MGP00009,,NA18987,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35585,ERR3239678,WGS,PRJEB31736,SAMN00001035,NYGC,public,NA18988,2019-03-22,2019-03-22,ERX3267053,Illumina NovaSeq 6000,NA18988,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18988,male,ERP114329,EAS,East Asian,11006690984.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:58:00Z,1.0,CORIELL:GM18988,300.0,107551575300.0,MGP00009,,NA18988,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35586,ERR3239679,WGS,PRJEB31736,SAMN00001036,NYGC,public,NA18989,2019-03-22,2019-03-22,ERX3267054,Illumina NovaSeq 6000,NA18989,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18989,male,ERP114329,EAS,East Asian,14526533383.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:05:00Z,1.0,CORIELL:GM18989,300.0,143492719200.0,MGP00009,,NA18989,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35477,ERR3239569,WGS,PRJEB31736,SAMN00000498,NYGC,public,NA18990,2019-03-22,2019-03-22,ERX3266944,Illumina NovaSeq 6000,NA18990,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18990,male,ERP114329,EAS,East Asian,11458558283.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:10:00Z,1.0,CORIELL:GM18990,300.0,116713281300.0,MGP00009,,NA18990,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35478,ERR3239570,WGS,PRJEB31736,SAMN00000499,NYGC,public,NA18991,2019-03-22,2019-03-22,ERX3266945,Illumina NovaSeq 6000,NA18991,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18991,female,ERP114329,EAS,East Asian,9679878772.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:53:00Z,1.0,CORIELL:GM18991,300.0,110209469700.0,MGP00009,,NA18991,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35479,ERR3239571,WGS,PRJEB31736,SAMN00000500,NYGC,public,NA18992,2019-03-22,2019-03-22,ERX3266946,Illumina NovaSeq 6000,NA18992,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18992,female,ERP114329,EAS,East Asian,9991862258.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:41:00Z,1.0,CORIELL:GM18992,300.0,104505772800.0,MGP00009,,NA18992,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35480,ERR3239572,WGS,PRJEB31736,SAMN00000501,NYGC,public,NA18993,2019-03-22,2019-03-22,ERX3266947,Illumina NovaSeq 6000,NA18993,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18993,female,ERP114329,EAS,East Asian,10601986804.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:21:00Z,1.0,CORIELL:GM18993,300.0,111154036800.0,MGP00009,,NA18993,HAPMAPPT05,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35481,ERR3239573,WGS,PRJEB31736,SAMN00000502,NYGC,public,NA18994,2019-03-22,2019-03-22,ERX3266948,Illumina NovaSeq 6000,NA18994,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18994,male,ERP114329,EAS,East Asian,11768372703.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T07:22:00Z,1.0,CORIELL:GM18994,300.0,127216743000.0,MGP00009,,NA18994,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35482,ERR3239574,WGS,PRJEB31736,SAMN00000503,NYGC,public,NA18995,2019-03-22,2019-03-22,ERX3266949,Illumina NovaSeq 6000,NA18995,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18995,male,ERP114329,EAS,East Asian,11044883305.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:02:00Z,1.0,CORIELL:GM18995,300.0,118549461600.0,MGP00009,,NA18995,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35483,ERR3239575,WGS,PRJEB31736,SAMN00000504,NYGC,public,NA18997,2019-03-22,2019-03-22,ERX3266950,Illumina NovaSeq 6000,NA18997,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18997,female,ERP114329,EAS,East Asian,12228030705.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:14:00Z,1.0,CORIELL:GM18997,300.0,109096956000.0,MGP00009,,NA18997,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35484,ERR3239576,WGS,PRJEB31736,SAMN00000505,NYGC,public,NA18998,2019-03-22,2019-03-22,ERX3266951,Illumina NovaSeq 6000,NA18998,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18998,female,ERP114329,EAS,East Asian,11347180813.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:04:00Z,1.0,CORIELL:GM18998,300.0,112470746100.0,MGP00009,,NA18998,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35485,ERR3239577,WGS,PRJEB31736,SAMN00000506,NYGC,public,NA18999,2019-03-22,2019-03-22,ERX3266952,Illumina NovaSeq 6000,NA18999,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18999,female,ERP114329,EAS,East Asian,11012755097.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:58:00Z,1.0,CORIELL:GM18999,300.0,120052437900.0,MGP00009,,NA18999,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35486,ERR3239578,WGS,PRJEB31736,SAMN00000507,NYGC,public,NA19000,2019-03-22,2019-03-22,ERX3266953,Illumina NovaSeq 6000,NA19000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19000,male,ERP114329,EAS,East Asian,11257391906.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:26:00Z,1.0,CORIELL:GM19000,300.0,119270718900.0,MGP00009,,NA19000,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35487,ERR3239579,WGS,PRJEB31736,SAMN00000508,NYGC,public,NA19001,2019-03-22,2019-03-22,ERX3266954,Illumina NovaSeq 6000,NA19001,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19001,female,ERP114329,EAS,East Asian,11383425203.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:51:00Z,1.0,CORIELL:GM19001,300.0,111218903700.0,MGP00009,,NA19001,HAPMAPPT05,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35488,ERR3239580,WGS,PRJEB31736,SAMN00000509,NYGC,public,NA19002,2019-03-22,2019-03-22,ERX3266955,Illumina NovaSeq 6000,NA19002,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19002,female,ERP114329,EAS,East Asian,12134824735.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:25:00Z,1.0,CORIELL:GM19002,300.0,121358384700.0,MGP00009,,NA19002,HAPMAPPT05,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35489,ERR3239581,WGS,PRJEB31736,SAMN00000510,NYGC,public,NA19003,2019-03-22,2019-03-22,ERX3266956,Illumina NovaSeq 6000,NA19003,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19003,female,ERP114329,EAS,East Asian,10011994720.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:56:00Z,1.0,CORIELL:GM19003,300.0,105658872300.0,MGP00009,,NA19003,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35587,ERR3239680,WGS,PRJEB31736,SAMN00001037,NYGC,public,NA19004,2019-03-22,2019-03-22,ERX3267055,Illumina NovaSeq 6000,NA19004,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19004,male,ERP114329,EAS,East Asian,12242207679.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:28:00Z,1.0,CORIELL:GM19004,300.0,114230807400.0,MGP00009,,NA19004,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35342,ERR3239421,WGS,PRJEB31736,SAMN00001662,NYGC,public,NA19005,2019-03-22,2019-03-22,ERX3266796,Illumina NovaSeq 6000,NA19005,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19005,male,ERP114329,EAS,East Asian,10754373473.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:49:00Z,1.0,CORIELL:GM19005,300.0,111507793800.0,MGP00009,,NA19005,HAPMAPPT02,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35588,ERR3239681,WGS,PRJEB31736,SAMN00001038,NYGC,public,NA19006,2019-03-22,2019-03-22,ERX3267056,Illumina NovaSeq 6000,NA19006,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19006,male,ERP114329,EAS,East Asian,10860123529.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:54:00Z,1.0,CORIELL:GM19006,300.0,105395567100.0,MGP00009,,NA19006,1,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
